ear,mar,perclos,pose,yawn_detected,label
0.2215930633429652,1.034909004294896,0,0,1,1
0.2297287280212949,1.1430194669478142,0,0,1,1
0.24644917371234898,1.103753535718056,0,0,1,1
0.2836964553027282,1.1410791043015964,0,0,1,1
0.32202855683397813,1.1600982082236662,0,0,1,1
0.299372600389477,1.0907591215195478,0,0,1,1
0.284749594826022,1.1074136446174383,0,0,1,1
0.26255756002423736,1.118753946194116,0,0,1,1
0.2664519200002171,1.0477397985136747,0,0,1,1
0.26994472404397896,1.075438063282459,0,0,1,1
0.30277689380967276,1.083143219803184,0,0,1,1
0.2634542870345973,1.0583272275552194,0,0,1,1
0.280066163647143,1.0929283778576449,0,0,1,1
0.27845001811719183,1.087039332297863,0,0,1,1
0.2603148334795818,1.096424910607965,0,0,1,1
0.23509660256333498,1.067893130663404,0,0,1,1
0.22254190340349456,1.0554261764167585,0,0,1,1
0.24255144918839444,1.1187877004345963,0,0,1,1
0.23571220783861577,1.0987184571399253,0,0,1,1
0.23512308066643972,1.101299828756676,0,0,1,1
0.23420851430643855,1.235065828683061,0,0,1,1
0.22312057492942203,1.0305128504092618,0,0,1,1
0.2225648832882803,1.1005694524833463,0,0,1,1
0.24215445660588597,1.1166598077548229,0,0,1,1
0.2086122070239044,1.0528547737619194,0,0,1,1
0.2220973962393511,1.127574614599973,0,0,1,1
0.21892145036570201,1.0645765591491572,0,0,1,1
0.21530171443904345,1.106676128389889,0,0,1,1
0.22109955273465123,1.0630391422806433,0,0,1,1
0.22383182555592698,1.0653448957147698,0,0,1,1
0.2367879531957905,1.0774530269334002,0,0,1,1
0.16580824266008787,1.074700273580568,1,0,1,1
0.19620594611452952,1.0776660843448067,1,0,1,1
0.1729673544778356,1.0665811133900216,1,0,1,1
0.19110790357952062,1.048726986669833,1,0,1,1
0.18772239426852483,1.116864703056928,1,0,1,1
0.19645229205413317,1.0977692404812587,1,0,1,1
0.20691751214634363,1.1033849075370779,0,0,1,1
0.2104520655741555,1.058865320491579,0,0,1,1
0.2035903002123789,1.093713799938797,0,0,1,1
0.19871235103121754,1.058674129372032,1,0,1,1
0.20932967597968594,1.068438323979225,0,0,1,1
0.2046362411623633,1.0548264586015574,0,0,1,1
0.19680142464378286,1.0968671844286015,1,0,1,1
0.19304230737879097,1.0606211157632028,1,0,1,1
0.19699029780531563,1.0849104664902378,1,0,1,1
0.19392943527212114,1.0742034023394913,1,0,1,1
0.2042133968793608,1.0829819218885717,0,0,1,1
0.20707656916589295,1.0672522770741135,0,0,1,1
0.20474742244159877,1.085943635967925,0,0,1,1
0.21566145722600816,1.0948643230483248,0,0,1,1
0.2088143451628786,1.103180791386925,0,0,1,1
0.21151083033191692,1.0764006370512498,0,0,1,1
0.2074635382536988,1.0793575078258877,0,0,1,1
0.21748885450534108,1.078165121468561,0,0,1,1
0.20890572363550713,1.0795617215069742,0,0,1,1
0.2036430747557644,1.0637427041120193,0,0,1,1
0.12042647762889563,1.1434302211102525,1,0,1,1
0.1138058679854124,1.0921252410086386,1,0,1,1
0.20242164613912295,1.0752414347834807,0,0,1,1
0.20919956349399355,1.0745299597120306,0,0,1,1
0.21926862406134345,1.1281147197159453,0,0,1,1
0.21031360274999333,1.0701079523331467,0,0,1,1
0.20652862972087832,1.0572896306713777,0,0,1,1
0.17260765099323847,1.0319885825188915,1,0,1,1
0.1757279494502549,1.0714043834195977,1,0,1,1
0.21241260007248747,1.052058344428439,0,0,1,1
0.20722084496943366,1.0786200777265136,0,0,1,1
0.19920076152200636,1.073688078766124,1,0,1,1
0.21346060076137408,1.0350034680402993,0,0,1,1
0.18867019297198037,1.0692989157544195,1,0,1,1
0.20527545758187965,1.089540371652659,0,0,1,1
0.21428395047000798,1.0563205205840691,0,0,1,1
0.2091522822389238,1.0725750027046819,0,0,1,1
0.19420904883796308,1.0855282565808815,1,0,1,1
0.18945978169210173,1.0693373979478866,1,0,1,1
0.19771320672494425,1.0916077410736384,1,0,1,1
0.17783518565298206,1.0650049019088448,1,0,1,1
0.2087439566487163,1.054647628930841,0,0,1,1
0.18058119427750366,1.0615646813343829,1,0,1,1
0.14913398234764275,1.0689981256197112,1,0,1,1
0.17263413712662062,1.0479747536211979,1,0,1,1
0.20666178150591263,1.0861597612122345,0,0,1,1
0.15366955906451618,1.071330956442842,1,0,1,1
0.17254140093185988,1.1003833438949415,1,0,1,1
0.13841949957860678,1.082501725651438,1,0,1,1
0.14922107416169217,1.0528127923170743,1,0,1,1
0.17300815148192972,1.1017669900737983,1,0,1,1
0.20802856425017055,1.0687831039782554,0,0,1,1
0.21286538844733546,1.0525950703010916,0,0,1,1
0.19056537555381614,1.0338106385975445,1,0,1,1
0.19015144745538418,1.0334927281414101,1,0,1,1
0.2024291695099566,1.0530000697673179,0,0,1,1
0.2091355565656307,1.0448756518128657,0,0,1,1
0.14930293299302574,1.0460145608401599,1,0,1,1
0.19980153303089027,1.077560905346733,1,0,1,1
0.18642807318998417,1.0286772895155507,1,0,1,1
0.1827268255601173,1.0333663008136544,1,0,1,1
0.20837691569065875,1.0682873502569075,0,0,1,1
0.11549448647585481,1.0623054788964506,1,0,1,1
0.20990624024274207,1.0468818306077878,0,0,1,1
0.2045955487200588,1.0626137589112339,0,0,1,1
0.1801673293361627,1.0526279537834557,1,0,1,1
0.20320203512110763,1.0429532972647177,0,0,1,1
0.21564626969862732,1.0511255983993841,0,0,1,1
0.19843977344949232,1.0693423045801806,1,0,1,1
0.20597923723169598,1.065224068866075,0,0,1,1
0.2091292324241305,1.0609634288528533,0,0,1,1
0.21034895741877563,1.0602991684388432,0,0,1,1
0.17243852489281544,1.0757997262508834,1,0,1,1
0.1975294583179267,1.0729300145768255,1,0,1,1
0.19206898708096998,1.0793769541966198,1,0,1,1
0.1886568219126613,1.0518075512535898,1,0,1,1
0.19099129452633617,1.0632170826327665,1,0,1,1
0.20506771683382835,1.0677710562992853,0,0,1,1
0.19169899353815895,1.0614547159780983,1,0,1,1
0.19976677580243324,1.0692079616601566,1,0,1,1
0.19736424467486202,1.0592639779375137,1,0,1,1
0.1874624026087442,1.0563097667914256,1,0,1,1
0.187804113561245,1.06796240869568,1,0,1,1
0.18492756811830025,1.0771378959066713,1,0,1,1
0.1880731412129476,1.0493845300822744,1,0,1,1
0.16710545581376574,1.0560171590425016,1,0,1,1
0.17620530238736432,1.0546820121963738,1,0,1,1
0.03232856794135431,1.2924475399097728,1,0,1,1
0.16830510621577044,1.1096733949675834,1,0,1,1
0.20872745664812425,1.1253915986675507,0,0,1,1
0.21972411948666942,1.0715596995689092,0,0,1,1
0.2215702496696859,1.1096748786014776,0,0,1,1
0.22061634180086342,1.1214981878174044,0,0,1,1
0.20863507530128994,1.1503208021824716,0,0,1,1
0.16597038405825054,1.1181413623768863,1,0,1,1
0.21348833899341754,1.084194918906454,0,0,1,1
0.18985549806952556,1.1117636933456956,1,0,1,1
0.2156935969082311,1.1515575252551096,0,0,1,1
0.23281263914639647,1.0799288179200988,0,0,1,1
0.21718967134217304,1.124410444941276,0,0,1,1
0.22032629826889738,1.1263842631721863,0,0,1,1
0.21792187765594884,1.0940761075260126,0,0,1,1
0.22251265971086445,1.0879313390931822,0,0,1,1
0.2218165723130157,1.0824234734160116,0,0,1,1
0.22304438280823768,1.0658568931110513,0,0,1,1
0.14312656221632725,1.1201185312285147,1,0,1,1
0.11387974277238265,1.1338350632281589,1,0,1,1
0.2140042911387186,1.0791529224048264,0,0,1,1
0.22056890512134725,1.0682050945143278,0,0,1,1
0.20674646660797658,1.0720664796445114,0,0,1,1
0.1937050052935248,1.0576180218109081,1,0,1,1
0.2415560803809665,1.0575355523140073,0,0,1,1
0.2495522677643463,1.1318640757001326,0,0,1,1
0.2511985811976391,1.045245424850621,0,0,1,1
0.24640617468122233,1.0729399676465499,0,0,1,1
0.24240130761630016,1.1129805852053916,0,0,1,1
0.22577947593640885,1.1356229606762014,0,0,1,1
0.22043388092580704,1.0727151979133898,0,0,1,1
0.2180667207091787,1.0981858628665941,0,0,1,1
0.2314676585031249,1.086403089412248,0,0,1,1
0.2312415186911771,1.0931069886016849,0,0,1,1
0.22943968828087724,1.1030756873687795,0,0,1,1
0.22473019352486817,1.0888041690085748,0,0,1,1
0.2334786097163762,1.0942665785467878,0,0,1,1
0.25383080429439425,1.1204101647313753,0,0,1,1
0.23726195726346613,1.1415356964957843,0,0,1,1
0.21363706527586607,1.1018875884069714,0,0,1,1
0.22972199232067053,1.0878222920446634,0,0,1,1
0.22894760149148435,1.0914039469304142,0,0,1,1
0.23708214432852276,1.077362584023308,0,0,1,1
0.2219177233993248,1.1371986632127988,0,0,1,1
0.1271569009258498,1.0821130699190793,1,0,1,1
0.19668265988907097,1.1374001875261277,1,0,1,1
0.21100343905015068,1.0884768631704993,0,0,1,1
0.21862775619886388,1.0805780910471097,0,0,1,1
0.2118347729876545,1.0577013387995702,0,0,1,1
0.22706733615722252,1.1387324841751982,0,0,1,1
0.21479091222966468,1.077037191543499,0,0,1,1
0.21004405196129403,1.1439385794185821,0,0,1,1
0.164111303288211,1.1438882007629196,1,0,1,1
0.1847321484067223,1.1089807025349263,1,0,1,1
0.1759798817387842,1.085112906307722,1,0,1,1
0.12161357413310026,1.1022700134974772,1,0,1,1
0.1325917866853742,1.0644497582484318,1,0,1,1
0.14547173469318522,1.0865828794151549,1,0,1,1
0.14635613605004935,1.0892958435647269,1,0,1,1
0.20352574776818433,1.055385464762428,0,0,1,1
0.21178428182350767,1.0714835067091135,0,0,1,1
0.0661990680056888,1.050409371128759,1,0,1,1
0.07942407309574166,1.0656492920076508,1,0,1,1
0.08690759018440747,1.0601509063106336,1,0,1,1
0.08325084305389097,1.129875651676091,1,0,1,1
0.08292699238051318,1.1304554722525066,1,0,1,1
0.18933019500780296,1.0862941760122307,1,0,1,1
0.18719149242815708,1.1061242132552345,1,0,1,1
0.15671798675662763,1.1229699518202136,1,0,1,1
0.1561463931799011,1.06101797904129,1,0,1,1
0.18653032389548613,1.0770664291921637,1,0,1,1
0.18282215060363843,1.1952164385347326,1,0,1,1
0.16809715675474252,1.0550819141955867,1,0,1,1
0.18397533835651927,1.0304814527028152,1,0,1,1
0.17076775607980993,1.0650827976297996,1,0,1,1
0.1605297849978664,1.0870925599706693,1,0,1,1
0.17723074772409253,1.1563337762596158,1,0,1,1
0.19653909810970055,1.0432519415671528,1,0,1,1
0.1663441327071084,1.125347559616885,1,0,1,1
0.17237961343402458,1.0808685834549943,1,0,1,1
0.16676573013580748,1.1059767394201547,1,0,1,1
0.16307096454093026,1.0868746520221684,1,0,1,1
0.16748549434475546,1.076996482193791,1,0,1,1
0.20135445953112888,1.108892967379188,0,0,1,1
0.20995166093849837,1.0930481175484703,0,0,1,1
